name,product,offer,is_celeb,celeb_name,source_v2,spend,cpa,spend_30,n_ad_ids,date_created,first_spend,crossed_date,days_to_winner,age_weeks,bucket,active,unicorn,spend_w1,spend_w2,spend_w3,spend_w4,velocity,launch_month
"Omega 3 highlight | Not your average multivitamin | Vitals⁺ | Static | Static |  | Product imagery, Text focus | Educational | Transformation - Feel like your best self, Ingredients, USP - Simplicity, USP - Vegan-friendly | MOFU | Heights | Energy LP |  | Delivery #16.25",Vitals,False,False,,Internal,44243,74,9721,7,2025-08-18,2025-08-19,2025-08-27,8,40,Ageing,False,True,2338,3489,1402,1389,3.24,Aug 2025
"Notes app bundle offer | Paragraph | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Static |  | Product imagery, Text focus, Ugly ad, Notes app, Discount |  | Personal Problem/Benefit -  Sleep & energy | BOFU | Heights | Intro bundle LP |  | Delivery #11.25",Vitals,True,False,,Internal,26960,89,11965,2,2025-06-17,2025-06-17,2025-06-25,8,49,Ageing,False,True,1969,3899,3366,2178,3.99,Jun 2025
"New year new you | Your best self is waiting | Vitals⁺ | Static | Static | Product Imagery | Supportive | Feel Like Your Best Self, Seasonal | Problem Aware | Heights Internal, Freelancer/Contractor | Energy LP 25.25",Vitals,False,False,,Internal,3994,111,3994,3,2025-12-28,2025-12-28,2026-01-06,9,22,Ageing,False,False,2039,1954,0,0,1.33,Dec 2025
New year new poo_Strikeout_Static_Gif_Product imagery_Biotic_Delivery #21,Biotic,False,False,,Internal,1161,73,1161,1,2024-12-24,2025-01-01,2025-01-09,8,73,Ageing,False,False,818,343,0,0,1.16,Jan 2025
"New year new energy iterations | Energy that lasts beyond January - pill | Vitals⁺ | Static | Static | Product Imagery | Problem/Benefit - Energy, Seasonal | Problem Aware | Heights Internal | Energy LP | 1.26",Vitals,False,False,,Internal,3658,87,3658,2,2026-01-20,2026-01-20,2026-02-03,14,18,Ageing,False,False,1337,1554,767,0,1.22,Jan 2026
New year meme_Homer simpson_Static_Static_Ugly ad_Biotic_Delivery #21,Biotic,False,False,,Internal,8922,40,6200,6,2024-12-25,2025-01-01,2025-01-05,4,73,Ageing,False,True,1686,1161,401,2430,6.2,Jan 2025
Spencer Biotic Product _wanna look like this?_Hi-fi_Video_Podcast_Biotic_Delivery #11,Biotic,False,False,,Internal,5888,80,2812,8,2025-01-21,2025-01-22,2025-02-07,16,70,Ageing,False,False,364,507,701,1180,2.81,Jan 2025
"Raise your standards H1s | Elevate your sh*t game | Static | Static |  | Product imagery | Poo, Brand, Raise your standards | TOFU | Heights | Biotic⁺ | Delivery #6.25",Biotic,False,False,,Internal,1903,190,1898,4,2025-04-18,2025-04-18,2025-04-21,3,58,Ageing,False,False,1524,359,3,9,1.9,Apr 2025
"Social burnout | This is the reset | Vitals⁺ | Static | Static |  | Product imagery | Supportive | Seasonal, Personal Problem/Benefit -  Sleep & energy | MOFU | Heights | Energy LP |  | Delivery #16.25",Vitals,False,False,,Internal,20354,76,17517,7,2025-08-18,2025-08-19,2025-08-31,12,40,Ageing,False,True,240,4705,5886,6098,5.84,Aug 2025
Partnership _ Ben Shephard Energy_Long Hook 3_Hi-fi_Video_Podcast_Vitals_Delivery #21 - Copy,Vitals,False,True,Ben Shephard,Celeb,46127,98,6406,1,2025-05-14,2025-05-15,2025-06-02,18,54,Ageing,False,False,106,1363,3781,1084,2.14,May 2025
Sleep and energy bundle_January offer_Static_Static_Discount_Vitals + Magnesium + Sleep Mask_Delivery #1.25,Vitals,True,False,,Internal,294195,66,13548,7,2025-01-30,2025-01-30,2025-02-09,10,69,Ageing,False,True,2005,3053,2242,4422,4.52,Jan 2025
"Reframing gut symptoms | Low energy | Biotic⁺ | Static | Static |  | Product imagery, Text focus |  | Personal Problem/Benefit - Gut health, Personal Problem/Benefit -  Energy | MOFU | Heights | PDP |  | Delivery #16.25",Biotic,False,False,,Internal,2934,154,2805,2,2025-08-27,2025-08-28,2025-09-09,12,39,Ageing,False,False,124,1109,1572,0,2.81,Aug 2025
Replying to comments_Average multivitamin_Static_Static_Text focus_Vitals⁺_Delivery #2.25,Vitals,False,False,,Internal,3094,52,3092,2,2025-02-11,2025-02-11,2025-03-02,19,67,Ageing,False,False,149,1429,1515,0,1.03,Feb 2025
"Rylan - Caught in Act “Winds me up” | Hook 3 | Vitals⁺ | Lo-fi | Video | Skit, UGC | Funny | Social proof, Supplement overwhelm | Solution Aware | Energy LP
25.25",Vitals,False,True,Rylan,Celeb,3087,77,3087,2,2025-12-22,2025-12-30,2026-01-25,26,21,Ageing,False,False,1834,1053,0,201,1.03,Dec 2025
"Rylan - Launch Assets | Always on - Hook 2 - Short | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives | Problem Aware, Solution Aware | Brightshift | Energy LP
25.25",Vitals,False,True,Rylan,Celeb,6373,86,4756,1,2025-12-23,2025-12-26,2026-01-08,13,22,Ageing,False,False,1822,1259,1068,608,1.59,Dec 2025
"Rylan - Launch Assets | Always on - Hook 3 - Long | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives | Problem Aware, Solution Aware | Brightshift | Energy LP
25.25",Vitals,False,True,Rylan,Celeb,6771,63,4241,1,2025-12-23,2025-12-26,2026-01-18,23,22,Ageing,False,False,423,1234,1026,967,1.41,Dec 2025
"Rylan - Launch Assets | Groggy to grinning - Hook 3 - Long | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives | Problem Aware, Solution Aware | Brightshift | Energy LP 25.25",Vitals,False,True,Rylan,Celeb,4577,86,3305,1,2025-12-23,2025-12-27,2026-01-19,23,22,Ageing,False,False,307,966,1013,1019,1.1,Dec 2025
"Rylan - Launch Assets | Groggy to grinning - Hook 3 - Short | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives | Problem Aware, Solution Aware | Brightshift | Energy LP 25.25",Vitals,False,True,Rylan,Celeb,3933,70,3817,1,2025-12-23,2025-12-26,2026-01-05,10,22,Ageing,False,False,1306,2497,13,0,1.27,Dec 2025
"Rylan - Wellness confessionals | Pippa - Hook 2 | Vitals⁺ | Hi-fi | Video | Skit | Funny | Supplement overwhelm | Solution Aware | Brightshift | Supplement overwhelm LP
25.25",Vitals,False,True,Rylan,Celeb,11224,82,10376,3,2025-12-24,2025-12-26,2026-01-03,8,22,Ageing,False,False,1875,5275,2451,594,3.46,Dec 2025
"Rylan - Ring ring | Script 1 Hook 1 | Vitals⁺ | Hi-fi | Video | Skit | Funny | Solution Aware, Product Aware, Ready to Buy | Brightshift | Energy LP
25.25",Vitals,False,True,Rylan,Celeb,11506,78,10504,3,2025-12-23,2025-12-26,2025-12-30,4,22,Ageing,False,False,3982,5762,761,0,3.5,Dec 2025
"Rylan - Ring ring | Script 3 Hook 2 | Vitals⁺ | Hi-fi | Video | Skit | Funny | Solution Aware, Product Aware, Ready to Buy | Brightshift | Energy LP
25.25",Vitals,False,True,Rylan,Celeb,5557,93,4423,2,2025-12-23,2025-12-26,2026-01-08,13,22,Ageing,False,False,1690,1390,1343,0,1.47,Dec 2025
"Rylan - Ring ring | Script 4 Hook 2 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Hi-fi | Video | Skit | Funny | Solution Aware, Product Aware, Ready to Buy | Brightshift | Intro Bundle LP
25.25",Vitals,True,True,Rylan,Celeb,4592,62,4192,2,2025-12-23,2025-12-26,2026-01-02,7,22,Ageing,False,False,2677,1192,130,77,1.4,Dec 2025
1.33 for x_Cortisol_Static_Static__Billboard_Price positioning_BOFU_Heights_Vitals⁺_Delivery #4.25,Vitals,False,False,,Internal,3409,100,3409,3,2025-03-10,2025-03-24,2025-04-18,25,61,Ageing,False,False,1594,1021,0,794,1.14,Mar 2025
"Thrive H1 test | General - longevity begins from within | Thrive⁺ | Static | Static |  | Product imagery, Messaging |  | Personal Problem/Benefit - Longevity | Problem Aware | Heights - Adam | Thrive PDP |  | Delivery #23.25",Thrive,False,False,,Internal,1397,100,1284,3,2025-11-19,2025-11-20,2025-12-08,18,27,Ageing,False,False,381,330,377,196,1.28,Nov 2025
"Spencer Matthews Ambassador Podcast | Fatherhood Hook 1 | Biotic⁺ | Hi-fi | Video | 1m-1m30s | Podcast, Broll | Personal story, Inspirational, Funny | Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Performance, Personal problem - Parenting, Personal Problem/Benefit - Muscle recovery,  | Brightshift | Spencer Biotic LP |  | Delivery #18.25",Biotic,False,True,Spencer Matthews,Celeb,4719,175,1047,7,2025-09-18,2025-09-20,2025-10-16,26,36,Ageing,False,False,389,191,150,317,1.05,Sep 2025
"Ultimate health trio offer | Free Magnesium Now £69 | Ultimate Health Trio, Vitals⁺ + Biotic⁺ + Magnesium⁺ | Static | Static |  | Discount, Product imagery |  | Personal Problem/Benefit - Holistic health | BOFU | Heights | Ultimate Trio LP |  | Delivery #9.25",Vitals,True,False,,Internal,31683,119,14751,2,2025-05-13,2025-05-13,2025-05-21,8,54,Ageing,False,True,2419,3781,3639,3801,4.92,May 2025
"Ultimate health trio offer | Save £61 | Ultimate Health Trio, Vitals⁺ + Biotic⁺ + Magnesium⁺ | Static | Static |  | Discount, Product imagery |  | Personal Problem/Benefit - Holistic health | BOFU | Heights | Ultimate Trio LP |  | Delivery #9.25",Vitals,True,False,,Internal,19175,91,4383,2,2025-05-13,2025-05-13,2025-05-28,15,54,Ageing,False,False,499,1952,979,677,1.46,May 2025
"Ultimate health trio sticky note |  | Vitals⁺ + Biotic⁺ + Magnesium⁺, Ultimate Health Trio | Lo-fi | Static |  | Product imagery, Ugly ad |  | Personal Problem/Benefit - Sleep, Personal Problem/Benefit -  Energy, Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Muscle recovery | BOFU | Heights | Ultimate Health Trio LP |  | Delivery #15.25",Vitals,True,False,,Internal,5026,112,5026,1,2025-08-05,2025-08-05,2025-08-11,6,42,Ageing,False,False,3356,1670,0,0,1.68,Aug 2025
Ultimate mashup_Style 2 Hook 2_Hi-fi_Video_Compilation_Vitals⁺_Delivery #2.25,Vitals,False,False,,Internal,4169,116,3515,3,2025-02-12,2025-02-12,2025-03-11,27,67,Ageing,False,False,32,4,433,2974,1.17,Feb 2025
Ultimate mashup_Style 2 Hook 3_Hi-fi_Video_Compilation_Vitals⁺_Delivery #2.25,Vitals,False,False,,Internal,9279,79,6592,9,2025-02-12,2025-02-12,2025-02-23,11,67,Ageing,False,False,1238,2778,2576,0,2.2,Feb 2025
Video | HM | CM4 | UGC NET NEW: [C1]_[Vitals]_[Whiteboard Expert Timeline] - Joe  | Problem Aware | UGC | Framework | Timeline focus | 4,Vitals,False,False,,Hambi,8947,147,7931,8,2026-02-06,2026-02-06,2026-02-28,22,16,Ageing,False,False,888,291,758,5349,2.64,Feb 2026
"Video | HM | CM4 | UGC NET NEW: [C4]_[Vitals]_[TT Celeb Energy Reaction] - Joe  | Solution Aware | UGC | Framework | Daily Energy/Fatigue - Dads,Daily Energy/Fatigue - Busy Mums | 4",Vitals,False,False,,Hambi,6117,118,6117,3,2026-02-06,2026-02-06,2026-02-18,12,16,Ageing,False,False,1646,1679,1646,1146,2.04,Feb 2026
"Video | Hambi | CM1 | [C3]_[Thrive]_[Celebrity Reaction] | Solution Aware | UGC | Framework | Physical Benefit - Anti-Ageing,Longevity | 2 | v2",Thrive,False,False,,Hambi,4266,213,4266,1,2026-03-06,2026-03-08,2026-03-17,9,12,Ageing,False,False,866,2913,469,18,4.27,Mar 2026
"Video | Hambi | CM2 | HP NET NEW: [C3]_[Vitals]_[Customer Testimonial Post 60s Living Healthy] | Problem Aware | HP | Framework | Post Menopause Clarity,Living Healthier 60+ | 4",Vitals,False,False,,Hambi,5198,137,4544,10,2025-12-24,2025-12-28,2026-01-02,5,22,Ageing,False,False,3914,630,0,0,1.51,Dec 2025
Video | Hambi | CM3 | UGC NET NEW: [C4]_[Vitals]_[POV Problem/Solution X2] - Harriet & Jacob  | Problem Aware | UGC | Framework |  Pain-point Stacking | 4 | V1,Vitals,False,False,,Hambi,9992,114,9226,5,2025-12-24,2025-12-28,2026-01-03,6,22,Ageing,False,False,3173,2673,653,2728,3.08,Dec 2025
Vitals 1 Hook 1,Vitals,False,False,,Internal,3313,127,3313,2,2025-04-02,2025-04-02,2025-04-12,10,60,Ageing,False,False,1541,1773,0,0,1.1,Apr 2025
"Vogue Williams Ambassador DR | Best version of Vogue - Hook 1 | Biotic⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Personal story | Transformation - Feel like your best self, USP - Simplicity, Personal Problem/Benefit - Gut health, USP -Bacteria survivability | Solution Aware, Product Aware, Ready to buy | Brightshift | PDP |  | Delivery #20.25",Biotic,False,True,Vogue Williams,Celeb,3205,146,3205,1,2025-10-15,2025-10-16,2025-10-27,11,32,Ageing,False,False,431,748,1110,916,3.2,Oct 2025
"Vogue Williams Ambassador DR | Convenience - Hook 2 | Biotic⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Personal story | USP - Simplicity, Personal Problem/Benefit - Gut health, Personal problem - Supplement overwhelm, Personal problem - Busy lives, USP -Bacteria survivability, USP - convenience | Solution Aware, Product Aware, Ready to buy | Brightshift | PDP |  | Delivery #20.25",Biotic,False,True,Vogue Williams,Celeb,1232,95,1232,1,2025-10-15,2025-10-16,2025-10-31,15,32,Ageing,False,False,520,467,245,0,1.23,Oct 2025
"Vogue Williams Ambassador Read and React | With hook | Biotic⁺ | Hi-fi | Video |  | Talking to camera, Skit | Funny | Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Skin hair nails, Personal Problem/Benefit - Brain health, Scepticism | Solution Aware | Brightshift | Vogue Biotic LP |  | Delivery #18.25",Biotic,False,True,Vogue Williams,Celeb,2213,148,1301,4,2025-09-18,2025-09-20,2025-10-09,19,36,Ageing,False,False,293,404,317,156,1.3,Sep 2025
"Vogue Williams Ambassador new content | Podcast Hook 1 | Vitals⁺ | Hi-fi | Video | 30-45s | Podcast, Broll, Graphic | Personal story | Personal Problem/Benefit - Holistic health, Personal problem - Busy lives, USP - Simplicity, Routine, USP - convenience | MOFU | Brightshift | Energy LP |  | Delivery #16.25",Vitals,False,True,Vogue Williams,Celeb,16589,119,4738,7,2025-08-21,2025-08-21,2025-09-12,22,40,Ageing,False,False,836,1916,143,1206,1.58,Aug 2025
"Vogue Williams Ambassador new content | Ultraprocessed Hook 3 | Vitals⁺ | Hi-fi | Video | 30-45s | Talking to camera, Green screen, Voiceover, Graphic | Educational | Personal Problem/Benefit - Holistic health, Ingredients, USP - convenience | MOFU | Brightshift | Energy LP |  | Delivery #16.25",Vitals,False,True,Vogue Williams,Celeb,3230,92,3230,3,2025-08-21,2025-08-21,2025-09-09,19,40,Ageing,False,False,1073,1072,856,228,1.08,Aug 2025
"Vox pops Hayley | Super - a question of poo Hook 1 | Biotic⁺ | Hi-fi | Video | 1m-1m30s | Vox pops | Educational, Funny | Personal Problem/Benefit - Poo, Personal Problem/Benefit - Gut health, Social proof | Problem Aware | Brightshift | PDP |  | Delivery #22.25",Biotic,False,False,,Brightshift,1033,344,1033,1,2025-11-13,2025-11-13,2025-11-17,4,28,Ageing,False,False,1033,0,0,0,1.03,Nov 2025
Vox pops ft. Hayley_With sophie_Hi-fi_Video_Vox pops_Vitals_Delivery #10,Vitals,False,False,,Internal,3026,37,3026,3,2024-11-06,2025-01-01,2025-01-27,26,73,Ageing,False,False,1014,448,140,1424,1.01,Jan 2025
"Wedding day bloating |  | Biotic⁺ | Lo-fi | Video | 1m-1m30s | Green screen | Supportive, Funny, Personal story | Personal Problem/Benefit - Gut health, Seasonal | MOFU | Heights | PDP |  | Delivery #16.25",Biotic,False,False,,Internal,1307,109,1307,1,2025-08-27,2025-08-28,2025-08-30,2,39,Ageing,False,False,1307,0,0,0,1.31,Aug 2025
"Weight loss journey | Secret to 10/10 | Biotic⁺ | Lo-fi | Static |  | UGC, Customer quote | Personal story | Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Poo | Problem Aware | Heights | PDP |  | Delivery #21.25",Biotic,False,False,,Internal,11341,76,11146,1,2025-10-29,2025-10-31,2025-11-02,2,30,Ageing,False,True,3119,2783,3134,2110,11.15,Oct 2025
Whitelist _ Ben Shephard Energy_Long Hook 3_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,True,Ben Shephard,Celeb,51003,86,18593,7,2025-05-14,2025-05-17,2025-05-26,9,54,Ageing,False,True,1640,5998,2975,7139,6.2,May 2025
"Whitelist | Ben Shephard Ambassador Vital Energy | Bring on the data | Vitals⁺ | Hi-fi | Video | 1m-1m30s | Podcast | Educational, Personal story | Personal Problem/Benefit -  Energy, Science results, Scepticism, Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Longevity, Social proof, Personal Problem/Benefit - Focus | MOFU | Brightshift | Energy LP |  | Delivery #11.25",Vitals,False,True,Ben Shephard,Celeb,26772,77,4929,3,2025-06-18,2025-06-19,2025-07-06,17,49,Ageing,False,False,295,1359,2420,855,1.64,Jun 2025
"Whitelist | Ben Shephard Ambassador Vital Energy | Total exhaustion | Vitals⁺ | Hi-fi | Video | 1m-1m30s | Podcast | Educational, Personal story | Personal Problem/Benefit -  Energy, Science results, Scepticism, Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Longevity, Social proof, Personal Problem/Benefit - Focus | MOFU | Brightshift | Energy LP |  | Delivery #11.25",Vitals,False,True,Ben Shephard,Celeb,13758,94,7976,4,2025-06-18,2025-06-19,2025-06-26,7,49,Ageing,False,False,2720,2523,2181,552,2.66,Jun 2025
Why subscribe_Notes app _Static_Static_Product imagery_Vitals⁺_Delivery #2.25,Vitals,False,False,,Internal,4279,82,4269,2,2025-02-11,2025-02-11,2025-03-03,20,67,Ageing,False,False,3,1107,2116,1042,1.42,Feb 2025
"You deserve x for Christmas | Health on a shelf | Vitals⁺ | Static | Static |  | Product imagery |  | Personal Problem/Benefit - Holistic health, Seasonal | Problem Aware | Heights - Adam | Energy LP |  | Delivery #24.25",Vitals,False,False,,Internal,7242,75,5597,2,2025-12-06,2025-12-06,2025-12-29,23,25,Ageing,False,False,53,956,1111,2481,1.87,Dec 2025
new year same gut? let’s not | Not this time | Biotic⁺ | Static | Static | Illustration | Funny | Problem/Benefit - Poo | Problem Aware | Heights Internal | PDP 25.25,Biotic,False,False,,Internal,2052,114,2052,1,2025-12-19,2025-12-26,2025-12-28,2,22,Ageing,False,False,1804,248,0,0,2.05,Dec 2025
"podcast mashup | focus | Hi-fi | Video | 45s-1m | Podcast | Brain fog, Focus | MOFU | Heights | Vitals⁺ | Delivery #8.25",Vitals,False,False,,Internal,4547,111,4547,2,2025-05-01,2025-05-01,2025-05-15,14,56,Ageing,False,False,1486,1209,1852,0,1.52,May 2025
staff discount | harvard acceptance | Lo-fi | Video | 20-30s | Trend | Sleep & energy | BOFU | Heights | Vitals + Magnesium⁺ + Sleep Mask | Delivery #7.25,Vitals,True,False,,Internal,5316,124,5316,2,2025-05-01,2025-05-01,2025-05-09,8,56,Ageing,False,False,2621,1203,702,791,1.77,May 2025
"Ultimate health trio offer | Now £69 | Ultimate Health Trio, Vitals⁺ + Biotic⁺ + Magnesium⁺ | Static | Static |  | Discount, Product imagery |  | Personal Problem/Benefit - Holistic health | BOFU | Heights | Ultimate Trio LP |  | Delivery #9.25",Vitals,True,False,,Internal,4216,141,4216,2,2025-05-13,2025-05-13,2025-05-27,14,54,Ageing,False,False,1166,1782,627,641,1.41,May 2025
UGC | Man - Hook 1 | Biotic⁺ | Lo-fi | Video | GUTCONTROL | BLOAT | 25 - 40 M IBS | MOFU | 5.26,Biotic,False,False,,Internal,2100,233,2100,1,2026-03-19,2026-03-19,2026-03-24,5,10,Prime,False,False,1690,410,0,0,2.1,Mar 2026
"Spencer Matthews Ambassador Podcast | Sceptic Hook 2 | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Personal story, Funny | Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Focus, Personal Problem/Benefit - Performance, Personal Problem/Benefit - Muscle recovery, Social proof, Scepticism | Solution Aware | Brightshift | Spencer Vitals LP |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,6965,116,6490,5,2025-09-18,2025-09-19,2025-09-29,10,36,Ageing,False,False,1762,3165,931,556,2.16,Sep 2025
"Tired Achiever Persona | First person POV take control | Vitals⁺ | Lo-fi | Video | 30-45s | Compilation, Voiceover, AI, UGC | Supportive | Personal Problem/Benefit -  Energy, Personal problem - Busy lives, Personal Problem/Benefit - Brain fog, Personal Problem/Benefit - Focus, Transformation - Feel like yourself again, Take control | MOFU | Icon | Energy LP |  | Delivery #11.25",Vitals,False,False,,Internal,7033,110,5621,7,2025-06-12,2025-06-12,2025-06-21,9,50,Ageing,False,False,1905,2933,208,526,1.87,Jun 2025
"Spencer Matthews Vogue Williams Ambassador Podcast | Script 1 Hook 1 | Biotic⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Funny | Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Holistic health, Social proof, USP -Bacteria survivability | Product Aware | Brightshift | Spencer Biotic LP |  | Delivery #18.25",Biotic,False,True,Spencer Matthews,Celeb,6962,142,3356,7,2025-09-17,2025-09-20,2025-10-06,16,36,Ageing,False,True,25,345,1415,1174,3.36,Sep 2025
"Spencer Matthews Vogue Williams Ambassador Podcast | Script 1 Hook 3 | Vitals⁺ | Hi-fi | Video | 1m-1m30s | Podcast, Broll | Funny | Personal Problem/Benefit - Holistic health, Transformation - Feel like your best self, Routine, USP - convenience | Product Aware | Brightshift | Energy LP |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,4060,90,3341,3,2025-09-17,2025-09-17,2025-10-08,21,36,Ageing,False,False,444,804,1558,535,1.11,Sep 2025
"Spencer Matthews Vogue Williams Ambassador Podcast | Script 2 Hook 1 | Biotic⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Funny | Social proof, Scepticism, Routine, Industry problem - Raise your standards, Personal Problem/Benefit - Gut health | Solution Aware | Brightshift | Spencer Biotic LP |  | Delivery #18.25",Biotic,False,True,Spencer Matthews,Celeb,10131,103,1459,5,2025-09-18,2025-09-20,2025-10-07,17,36,Ageing,False,False,839,80,226,232,1.46,Sep 2025
"Spencer Matthews Vogue Williams Ambassador Podcast | Script 2 Hook 1 | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Funny | Personal Problem/Benefit - Holistic health, Social proof, Scepticism, Routine, Industry problem - Raise your standards | Solution Aware | Brightshift | Energy LP |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,3026,108,3026,2,2025-09-17,2025-09-17,2025-10-10,23,36,Ageing,False,False,1765,789,257,216,1.01,Sep 2025
"Spencer Matthews Vogue Williams Ambassador Podcast | Script 2 Hook 2 | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Funny | Personal Problem/Benefit - Holistic health, Social proof, Scepticism, Routine, Industry problem - Raise your standards | Solution Aware | Brightshift | Energy LP |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,6102,130,4799,2,2025-09-17,2025-09-17,2025-10-12,25,36,Ageing,False,False,33,236,887,2835,1.6,Sep 2025
"Spencer Matthews Vogue Williams Ambassador Podcast | Script 2 Hook 3 | Biotic⁺ | Hi-fi | Video | 1m-1m30s | Podcast, Broll | Funny | Social proof, Scepticism, Routine, Industry problem - Raise your standards, Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Poo | Solution Aware | Brightshift | Spencer Biotic LP |  | Delivery #18.25",Biotic,False,True,Spencer Matthews,Celeb,5337,144,3558,6,2025-09-18,2025-09-20,2025-09-25,5,36,Ageing,False,False,1566,1992,0,0,3.56,Sep 2025
Spencer Vitals Story_skeptic - sign_Hi-fi_Video_Podcast_Vitals_Delivery #11,Vitals,False,False,,Internal,4439,123,4174,4,2025-03-18,2025-03-19,2025-04-10,22,62,Ageing,False,False,16,2530,193,1434,1.39,Mar 2025
Spencer stitch | V2 Hook 2 | Biotic⁺ | Lo-fi | Video | Reaction | Funny | Poo | Problem aware | Brightshift | 4.26,Biotic,False,False,,Brightshift,1072,134,1072,1,2026-03-02,2026-03-02,2026-03-13,11,12,Ageing,False,False,690,383,0,0,1.07,Mar 2026
Staff discount__Lo-fi_Video_Trend_Vitals⁺ + Magnesium⁺ + Sleep Mask_Delivery #2.25,Vitals,True,False,,Internal,21399,68,9673,7,2025-02-06,2025-02-06,2025-02-17,11,68,Ageing,False,False,1695,2677,3338,1576,3.22,Feb 2025
Sticky note immunity_USPs_Static_Static_Ugly ad_Vitals_Delivery #21,Vitals,False,False,,Internal,7910,73,5352,1,2024-12-22,2025-01-01,2025-01-24,23,73,Ageing,False,False,65,1107,956,2544,1.78,Jan 2025
"Street Voxpop - Biotic - Dan Pitching Mashup - Non-Customer | Hook 2 | Biotic⁺ | Hi-fi | Video | Voxpop, Mashup | Education | Product Pitch | Problem Aware | YSC | PDP
25.25",Biotic,False,False,,Internal,1866,144,1866,1,2026-01-02,2026-01-02,2026-01-14,12,21,Ageing,False,False,151,1191,524,0,1.87,Jan 2026
"Street Voxpop - Biotic - Gut Mashup - Non-Customer | Hook 1 | Biotic⁺ | Hi-fi | Video | Voxpop, Mashup | Education | Problem/Benefit - Gut health | Problem Aware | YSC | PDP 25.25",Biotic,False,False,,Internal,1128,161,1128,2,2025-12-23,2025-12-26,2026-01-12,17,22,Ageing,False,False,112,271,744,0,1.13,Dec 2025
Street Voxpop - Dan Pitching Thrive | Hook V2 | Hi-fi | Video | Voxpop | Thrive | 24.25 - Copy 2,Thrive,False,False,,Internal,1294,72,1294,1,2026-01-07,2026-01-08,2026-01-28,20,20,Ageing,False,False,212,730,282,70,1.29,Jan 2026
"Street Voxpop - Intro Bundle - Sleep+Energy Mashup - Non-Customer | Hook 2 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Hi-fi | Video | Voxpop, Mashup | Education | Problem/Benefit - Sleep, Problem/Benefit - Energy | Problem Aware | YSC | Intro Bundle LP
25.25",Vitals,True,False,,Internal,3823,101,3823,1,2025-12-24,2025-12-26,2026-01-01,6,22,Ageing,False,False,3092,731,0,0,1.27,Dec 2025
"Target profile | The multivitamin for real life routines | Vitals⁺ | Static | Static |  | Product imagery |  | Personal Problem/Benefit -  Sleep & energy, Personal Problem/Benefit - Focus, Personal Problem/Benefit - Productivity, Personal problem - Busy lives | Solution Aware | Heights | Energy LP |  | Delivery #19.25",Vitals,False,False,,Internal,6688,117,5765,4,2025-09-26,2025-09-26,2025-10-16,20,35,Ageing,False,False,461,675,1981,2649,1.92,Sep 2025
Tasha Narrative_Long_Hi-fi_Video_Talking to camera_Vitals_Delivery #20,Vitals,False,False,,Internal,9782,64,5109,31,2024-12-27,2025-01-01,2025-01-12,11,73,Ageing,False,False,1588,1972,1225,314,1.7,Jan 2025
Tasha Podcast_Mental Exhaustion Long Hook 1_Hi-fi_Video_Talking to camera_Vitals_Delivery #20,Vitals,False,False,,Internal,14141,55,9639,24,2024-12-12,2025-01-01,2025-01-07,6,73,Ageing,False,False,3065,3361,3042,158,3.21,Jan 2025
Tasha Podcast_Mental Exhaustion Long Hook 2_Hi-fi_Video_Talking to camera_Vitals_Delivery #20,Vitals,False,False,,Internal,6045,66,5245,3,2024-12-12,2025-01-01,2025-01-26,25,73,Ageing,False,False,51,64,425,3852,1.75,Jan 2025
The ultimate multivitamin | Everyone can't stop talking about | Vitals⁺ | Static | Static |  | Product imagery |  | Social proof | Solution Aware | Heights | Energy LP |  | Delivery #19.25,Vitals,False,False,,Internal,4684,127,4576,2,2025-09-30,2025-10-01,2025-10-20,19,34,Ageing,False,False,564,1322,1406,1038,1.53,Oct 2025
